,Gold,Crude Oil,Fed Funds Rate
2019-03-05,1282.0,56.560001373291016,2.4
2019-03-06,1284.9000244140625,56.220001220703125,2.4
2019-03-07,1283.800048828125,56.65999984741211,2.4
2019-03-08,1297.0,56.06999969482422,2.4
2019-03-11,1288.800048828125,56.790000915527344,2.4
2019-03-12,1296.300048828125,56.869998931884766,2.4
2019-03-13,1307.5,58.2599983215332,2.4
2019-03-14,1293.4000244140625,58.61000061035156,2.4
2019-03-15,1301.800048828125,58.52000045776367,2.4
2019-03-18,1300.300048828125,59.09000015258789,2.4
2019-03-19,1305.0,59.029998779296875,2.4
2019-03-20,1300.5,59.83000183105469,2.41
2019-03-21,1306.0999755859375,59.97999954223633,2.41
2019-03-22,1311.5999755859375,59.040000915527344,2.41
2019-03-25,1321.9000244140625,58.81999969482422,2.4
2019-03-26,1314.300048828125,59.939998626708984,2.4
2019-03-27,1309.9000244140625,59.40999984741211,2.41
2019-03-28,1289.800048828125,59.29999923706055,2.41
2019-03-29,1293.0,60.13999938964844,2.43
2019-04-01,1288.4000244140625,61.59000015258789,2.41
2019-04-02,1290.0,62.58000183105469,2.41
2019-04-03,1289.9000244140625,62.459999084472656,2.41
2019-04-04,1289.0,62.099998474121094,2.41
2019-04-05,1290.4000244140625,63.08000183105469,2.41
2019-04-08,1297.0999755859375,64.4000015258789,2.41
2019-04-09,1303.5,63.97999954223633,2.41
2019-04-10,1309.0999755859375,64.61000061035156,2.41
2019-04-11,1288.5999755859375,63.58000183105469,2.41
2019-04-12,1290.5999755859375,63.88999938964844,2.41
2019-04-15,1286.800048828125,63.400001525878906,2.41
2019-04-16,1272.5999755859375,64.05000305175781,2.41
2019-04-17,1272.199951171875,63.7599983215332,2.42
2019-04-18,1271.9000244140625,64.0,2.43
2019-04-22,1273.5,65.69999694824219,2.44
2019-04-23,1269.300048828125,66.30000305175781,2.44
2019-04-24,1275.5,65.88999938964844,2.44
2019-04-25,1275.800048828125,65.20999908447266,2.44
2019-04-26,1284.9000244140625,63.29999923706055,2.44
2019-04-29,1278.5999755859375,63.5,2.45
2019-04-30,1282.800048828125,63.90999984741211,2.45
2019-05-01,1281.4000244140625,63.599998474121094,2.45
2019-05-02,1269.699951171875,61.810001373291016,2.41
2019-05-03,1279.199951171875,61.939998626708984,2.4
2019-05-06,1281.699951171875,62.25,2.4
2019-05-07,1283.5,61.400001525878906,2.4
2019-05-08,1279.4000244140625,62.119998931884766,2.39
2019-05-09,1283.5,61.70000076293945,2.38
2019-05-10,1285.699951171875,61.65999984741211,2.38
2019-05-13,1300.0999755859375,61.040000915527344,2.38
2019-05-14,1294.699951171875,61.779998779296875,2.38
2019-05-15,1296.300048828125,62.02000045776367,2.4
2019-05-16,1285.0,62.869998931884766,2.39
2019-05-17,1274.5,62.7599983215332,2.39
2019-05-20,1276.0999755859375,63.099998474121094,2.39
2019-05-21,1272.0,62.9900016784668,2.39
2019-05-22,1273.5999755859375,61.41999816894531,2.38
2019-05-23,1284.800048828125,57.90999984741211,2.38
2019-05-24,1283.0,58.630001068115234,2.38
2019-05-28,1276.5,59.13999938964844,2.39
2019-05-29,1280.5999755859375,58.810001373291016,2.39
2019-05-30,1287.0999755859375,56.59000015258789,2.39
2019-05-31,1305.800048828125,53.5,2.4
2019-06-03,1322.699951171875,53.25,2.38
2019-06-04,1323.4000244140625,53.47999954223633,2.38
2019-06-05,1328.300048828125,51.68000030517578,2.38
2019-06-06,1337.5999755859375,52.59000015258789,2.37
2019-06-07,1341.199951171875,53.9900016784668,2.37
2019-06-10,1324.699951171875,53.2599983215332,2.37
2019-06-11,1326.4000244140625,53.27000045776367,2.37
2019-06-12,1331.9000244140625,51.13999938964844,2.37
2019-06-13,1339.199951171875,52.279998779296875,2.37
2019-06-14,1340.0999755859375,52.5099983215332,2.36
2019-06-17,1338.699951171875,51.93000030517578,2.38
2019-06-18,1346.5999755859375,53.900001525878906,2.37
2019-06-19,1344.5999755859375,53.7599983215332,2.37
2019-06-20,1392.9000244140625,56.650001525878906,2.37
2019-06-21,1396.199951171875,57.43000030517578,2.38
2019-06-24,1414.300048828125,57.900001525878906,2.38
2019-06-25,1414.9000244140625,57.83000183105469,2.38
2019-06-26,1411.5999755859375,59.380001068115234,2.38
2019-06-27,1408.4000244140625,59.43000030517578,2.38
2019-06-28,1409.699951171875,58.470001220703125,2.4
2019-07-01,1385.5999755859375,59.09000015258789,2.39
2019-07-02,1404.5999755859375,56.25,2.4
2019-07-03,1417.699951171875,57.34000015258789,2.41
2019-07-05,1396.699951171875,57.5099983215332,2.42
2019-07-08,1397.0,57.65999984741211,2.41
2019-07-09,1397.5,57.83000183105469,2.41
2019-07-10,1410.0999755859375,60.43000030517578,2.41
2019-07-11,1404.300048828125,60.20000076293945,2.4
2019-07-12,1409.9000244140625,60.209999084472656,2.38
2019-07-15,1411.4000244140625,59.58000183105469,2.4
2019-07-16,1409.199951171875,57.619998931884766,2.41
2019-07-17,1421.300048828125,56.779998779296875,2.41
2019-07-18,1426.0999755859375,55.29999923706055,2.41
2019-07-19,1425.0999755859375,55.630001068115234,2.41
2019-07-22,1425.300048828125,56.220001220703125,2.4
2019-07-23,1420.0999755859375,56.77000045776367,2.4
2019-07-24,1422.800048828125,55.880001068115234,2.4
2019-07-25,1413.9000244140625,56.02000045776367,2.4
2019-07-26,1418.5,56.20000076293945,2.4
2019-07-29,1419.5999755859375,56.869998931884766,2.4
2019-07-30,1429.699951171875,58.04999923706055,2.39
2019-07-31,1426.0999755859375,58.58000183105469,2.4
2019-08-01,1420.9000244140625,53.95000076293945,2.14
2019-08-02,1445.5999755859375,55.65999984741211,2.14
2019-08-05,1464.5999755859375,54.689998626708984,2.13
2019-08-06,1472.4000244140625,53.630001068115234,2.13
2019-08-07,1507.300048828125,51.09000015258789,2.12
2019-08-08,1497.699951171875,52.540000915527344,2.12
2019-08-09,1496.5999755859375,54.5,2.12
2019-08-12,1505.300048828125,54.93000030517578,2.12
2019-08-13,1502.199951171875,57.099998474121094,2.12
2019-08-14,1515.9000244140625,55.22999954223633,2.12
2019-08-15,1519.5999755859375,54.470001220703125,2.13
2019-08-16,1512.5,54.869998931884766,2.13
2019-08-19,1500.4000244140625,56.209999084472656,2.13
2019-08-20,1504.5999755859375,56.34000015258789,2.13
2019-08-21,1504.5999755859375,55.68000030517578,2.12
2019-08-22,1497.300048828125,55.349998474121094,2.12
2019-08-23,1526.5999755859375,54.16999816894531,2.12
2019-08-26,1526.300048828125,53.63999938964844,2.12
2019-08-27,1541.0,54.93000030517578,2.12
2019-08-28,1537.800048828125,55.779998779296875,2.12
2019-08-29,1526.5,56.709999084472656,2.12
2019-08-30,1519.0999755859375,55.099998474121094,2.13
2019-09-03,1545.9000244140625,53.939998626708984,2.13
2019-09-04,1550.300048828125,56.2599983215332,2.13
2019-09-05,1515.4000244140625,56.29999923706055,2.13
2019-09-06,1506.199951171875,56.52000045776367,2.12
2019-09-09,1502.199951171875,57.849998474121094,2.13
2019-09-10,1490.300048828125,57.400001525878906,2.13
2019-09-11,1494.4000244140625,55.75,2.13
2019-09-12,1498.699951171875,55.09000015258789,2.13
2019-09-13,1490.9000244140625,54.849998474121094,2.14
2019-09-16,1503.0999755859375,62.900001525878906,2.25
2019-09-17,1505.0999755859375,59.34000015258789,2.3
2019-09-18,1507.5,58.11000061035156,2.25
2019-09-19,1498.4000244140625,58.130001068115234,1.9
2019-09-20,1507.300048828125,58.09000015258789,1.9
2019-09-23,1523.699951171875,58.63999938964844,1.9
2019-09-24,1532.0999755859375,57.290000915527344,1.9
2019-09-25,1504.5999755859375,56.4900016784668,1.9
2019-09-26,1507.5,56.40999984741211,1.85
2019-09-27,1499.0999755859375,55.90999984741211,1.83
2019-09-30,1465.699951171875,54.06999969482422,1.9
2019-10-01,1482.0,53.619998931884766,1.88
2019-10-02,1501.0,52.63999938964844,1.85
2019-10-03,1507.0999755859375,52.45000076293945,1.83
2019-10-04,1506.199951171875,52.810001373291016,1.82
2019-10-07,1497.699951171875,52.75,1.82
2019-10-08,1497.199951171875,52.630001068115234,1.82
2019-10-09,1506.0999755859375,52.59000015258789,1.82
2019-10-10,1494.800048828125,53.54999923706055,1.82
2019-10-11,1482.699951171875,54.70000076293945,1.82
2019-10-15,1477.5999755859375,52.810001373291016,1.9
2019-10-16,1488.0,53.36000061035156,1.9
2019-10-17,1492.300048828125,53.93000030517578,1.85
2019-10-18,1488.199951171875,53.779998779296875,1.85
2019-10-21,1482.4000244140625,53.310001373291016,1.85
2019-10-22,1481.699951171875,54.15999984741211,1.85
2019-10-23,1489.9000244140625,55.970001220703125,1.85
2019-10-24,1498.9000244140625,56.22999954223633,1.85
2019-10-25,1499.5,56.65999984741211,1.83
2019-10-28,1490.0,55.810001373291016,1.83
2019-10-29,1487.0,55.540000915527344,1.82
2019-10-30,1493.199951171875,55.060001373291016,1.82
2019-10-31,1511.4000244140625,54.18000030517578,1.58
2019-11-01,1508.0,56.20000076293945,1.57
2019-11-04,1508.0,56.540000915527344,1.56
2019-11-05,1480.800048828125,57.22999954223633,1.56
2019-11-06,1490.199951171875,56.349998474121094,1.55
2019-11-07,1464.199951171875,57.150001525878906,1.55
2019-11-08,1461.300048828125,57.2400016784668,1.55
2019-11-12,1452.0999755859375,56.79999923706055,1.55
2019-11-13,1461.699951171875,57.119998931884766,1.55
2019-11-14,1471.800048828125,56.77000045776367,1.55
2019-11-15,1467.300048828125,57.720001220703125,1.55
2019-11-18,1470.9000244140625,57.04999923706055,1.55
2019-11-19,1473.300048828125,55.209999084472656,1.55
2019-11-20,1473.300048828125,57.11000061035156,1.55
2019-11-21,1463.0999755859375,58.58000183105469,1.55
2019-11-22,1463.0999755859375,57.77000045776367,1.55
2019-11-25,1456.5999755859375,58.0099983215332,1.55
2019-11-26,1459.800048828125,58.40999984741211,1.55
2019-11-27,1453.4000244140625,58.11000061035156,1.55
2019-11-29,1465.5999755859375,55.16999816894531,1.56
2019-12-02,1462.300048828125,55.959999084472656,1.56
2019-12-03,1478.199951171875,56.099998474121094,1.55
2019-12-04,1474.0,58.43000030517578,1.55
2019-12-05,1476.9000244140625,58.43000030517578,1.55
2019-12-06,1459.0999755859375,59.20000076293945,1.55
2019-12-09,1459.300048828125,59.02000045776367,1.55
2019-12-10,1462.5999755859375,59.2400016784668,1.55
2019-12-11,1469.4000244140625,58.7599983215332,1.55
2019-12-12,1466.699951171875,59.18000030517578,1.55
2019-12-13,1475.5999755859375,60.06999969482422,1.55
2019-12-16,1475.0,60.209999084472656,1.56
2019-12-17,1474.5999755859375,60.939998626708984,1.55
2019-12-18,1472.5999755859375,60.93000030517578,1.55
2019-12-19,1478.199951171875,61.220001220703125,1.55
2019-12-20,1474.699951171875,60.439998626708984,1.55
2019-12-23,1482.5,60.52000045776367,1.55
2019-12-24,1499.0999755859375,61.11000061035156,1.55
2019-12-26,1509.300048828125,61.68000030517578,1.55
2019-12-27,1513.800048828125,61.720001220703125,1.55
2019-12-30,1514.5,61.68000030517578,1.55
2019-12-31,1519.5,61.060001373291016,1.55
2020-01-02,1524.5,61.18000030517578,1.55
2020-01-03,1549.199951171875,63.04999923706055,1.55
2020-01-06,1566.199951171875,63.27000045776367,1.55
2020-01-07,1571.800048828125,62.70000076293945,1.55
2020-01-08,1557.4000244140625,59.61000061035156,1.55
2020-01-09,1551.699951171875,59.560001373291016,1.55
2020-01-10,1557.5,59.040000915527344,1.54
2020-01-13,1548.4000244140625,58.08000183105469,1.54
2020-01-14,1542.4000244140625,58.22999954223633,1.54
2020-01-15,1552.0999755859375,57.810001373291016,1.54
2020-01-16,1549.0,58.52000045776367,1.54
2020-01-17,1558.800048828125,58.540000915527344,1.55
2020-01-21,1556.4000244140625,58.34000015258789,1.55
2020-01-22,1555.300048828125,56.7400016784668,1.55
2020-01-23,1564.5999755859375,55.59000015258789,1.55
2020-01-24,1571.0999755859375,54.189998626708984,1.55
2020-01-27,1576.800048828125,53.13999938964844,1.55
2020-01-28,1569.199951171875,53.47999954223633,1.55
2020-01-29,1569.800048828125,53.33000183105469,1.55
2020-01-30,1583.5,52.13999938964844,1.6
2020-01-31,1582.9000244140625,51.560001373291016,1.59
2020-02-03,1577.199951171875,50.11000061035156,1.59
2020-02-04,1550.4000244140625,49.61000061035156,1.59
2020-02-05,1557.800048828125,50.75,1.59
2020-02-06,1565.0999755859375,50.95000076293945,1.59
2020-02-07,1568.5999755859375,50.31999969482422,1.58
2020-02-10,1574.699951171875,49.56999969482422,1.58
2020-02-11,1565.5999755859375,49.939998626708984,1.58
2020-02-12,1567.4000244140625,51.16999816894531,1.58
2020-02-13,1575.0999755859375,51.41999816894531,1.58
2020-02-14,1582.699951171875,52.04999923706055,1.58
2020-02-18,1600.0,52.04999923706055,1.59
2020-02-19,1607.5,53.290000915527344,1.59
2020-02-20,1616.5999755859375,53.779998779296875,1.59
2020-02-21,1644.5999755859375,53.380001068115234,1.58
2020-02-24,1672.4000244140625,51.43000030517578,1.58
2020-02-25,1646.9000244140625,49.900001525878906,1.58
2020-02-26,1640.0,48.72999954223633,1.58
2020-02-27,1640.0,47.09000015258789,1.58
2020-02-28,1564.0999755859375,44.7599983215332,1.58
2020-03-02,1592.300048828125,46.75,1.59
2020-03-03,1642.0999755859375,47.18000030517578,1.59
2020-03-04,1641.0999755859375,46.779998779296875,1.09
2020-03-05,1666.4000244140625,45.900001525878906,1.09
2020-03-06,1670.800048828125,41.279998779296875,1.09
2020-03-09,1674.5,31.1299991607666,1.09
2020-03-10,1659.0999755859375,34.36000061035156,1.09
2020-03-11,1641.4000244140625,32.97999954223633,1.09
2020-03-12,1589.300048828125,31.5,1.1
2020-03-13,1515.699951171875,31.729999542236328,1.1
2020-03-16,1485.9000244140625,28.700000762939453,0.25
2020-03-17,1524.9000244140625,26.950000762939453,0.25
2020-03-18,1477.300048828125,20.3700008392334,0.25
2020-03-19,1478.5999755859375,25.219999313354492,0.2
2020-03-20,1484.0,22.43000030517578,0.15
2020-03-23,1567.0,23.360000610351562,0.15
2020-03-24,1660.199951171875,24.010000228881836,0.12
2020-03-25,1632.300048828125,24.489999771118164,0.1
2020-03-26,1650.0999755859375,22.600000381469727,0.1
2020-03-27,1623.9000244140625,21.510000228881836,0.1
2020-03-30,1622.0,20.09000015258789,0.09
2020-03-31,1583.4000244140625,20.479999542236328,0.08
2020-04-01,1578.199951171875,20.309999465942383,0.06
2020-04-02,1625.699951171875,25.31999969482422,0.05
2020-04-03,1633.699951171875,28.34000015258789,0.05
2020-04-06,1677.0,26.079999923706055,0.05
2020-04-07,1664.800048828125,23.6299991607666,0.05
2020-04-08,1665.4000244140625,25.09000015258789,0.05
2020-04-09,1736.199951171875,22.760000228881836,0.05
2020-04-13,1744.800048828125,22.40999984741211,0.05
2020-04-14,1756.699951171875,20.110000610351562,0.05
2020-04-15,1727.199951171875,19.8700008392334,0.05
2020-04-16,1720.4000244140625,19.8700008392334,0.05
2020-04-17,1689.199951171875,18.270000457763672,0.05
2020-04-20,1701.5999755859375,-37.630001068115234,0.05
2020-04-21,1678.199951171875,10.010000228881836,0.05
2020-04-22,1728.699951171875,13.779999732971191,0.05
2020-04-23,1733.300048828125,16.5,0.04
2020-04-24,1723.5,16.940000534057617,0.05
2020-04-27,1711.9000244140625,12.779999732971191,0.04
2020-04-28,1710.5,12.34000015258789,0.04
2020-04-29,1703.4000244140625,15.0600004196167,0.04
2020-04-30,1684.199951171875,18.84000015258789,0.05
2020-05-01,1694.5,19.780000686645508,0.05
2020-05-04,1706.9000244140625,20.389999389648438,0.05
2020-05-05,1704.4000244140625,24.559999465942383,0.05
2020-05-06,1684.199951171875,23.989999771118164,0.05
2020-05-07,1721.800048828125,23.549999237060547,0.05
2020-05-08,1709.9000244140625,24.739999771118164,0.05
2020-05-11,1695.300048828125,24.139999389648438,0.05
2020-05-12,1704.4000244140625,25.780000686645508,0.05
2020-05-13,1713.9000244140625,25.290000915527344,0.05
2020-05-14,1738.0999755859375,27.559999465942383,0.05
2020-05-15,1753.4000244140625,29.43000030517578,0.05
2020-05-18,1731.800048828125,31.81999969482422,0.05
2020-05-19,1744.199951171875,32.5,0.05
2020-05-20,1750.5999755859375,33.4900016784668,0.05
2020-05-21,1720.5,33.91999816894531,0.05
2020-05-22,1734.5999755859375,33.25,0.05
2020-05-26,1704.800048828125,34.349998474121094,0.05
2020-05-27,1710.300048828125,32.810001373291016,0.05
2020-05-28,1713.300048828125,33.709999084472656,0.05
2020-05-29,1736.9000244140625,35.4900016784668,0.05
2020-06-01,1737.800048828125,35.439998626708984,0.05
2020-06-02,1725.199951171875,36.810001373291016,0.06
2020-06-03,1697.800048828125,37.290000915527344,0.06
2020-06-04,1718.9000244140625,37.40999984741211,0.06
2020-06-05,1676.199951171875,39.54999923706055,0.07
2020-06-08,1698.300048828125,38.189998626708984,0.07
2020-06-09,1714.699951171875,38.939998626708984,0.07
2020-06-10,1713.300048828125,39.599998474121094,0.08
2020-06-11,1732.0,36.34000015258789,0.08
2020-06-12,1729.300048828125,36.2599983215332,0.08
2020-06-15,1720.300048828125,37.119998931884766,0.09
2020-06-16,1729.5999755859375,38.380001068115234,0.09
2020-06-17,1729.199951171875,37.959999084472656,0.09
2020-06-18,1724.800048828125,38.84000015258789,0.09
2020-06-19,1745.9000244140625,39.75,0.09
2020-06-22,1756.699951171875,40.459999084472656,0.08
2020-06-23,1772.0999755859375,40.369998931884766,0.08
2020-06-24,1765.800048828125,38.0099983215332,0.08
2020-06-25,1762.0999755859375,38.720001220703125,0.08
2020-06-26,1772.5,38.4900016784668,0.08
2020-06-29,1774.800048828125,39.70000076293945,0.08
2020-06-30,1793.0,39.27000045776367,0.08
2020-07-01,1773.199951171875,39.81999969482422,0.08
2020-07-02,1784.0,40.650001525878906,0.09
2020-07-06,1788.5,40.630001068115234,0.09
2020-07-07,1804.199951171875,40.619998931884766,0.09
2020-07-08,1815.5,40.900001525878906,0.09
2020-07-09,1799.199951171875,39.619998931884766,0.09
2020-07-10,1798.199951171875,40.54999923706055,0.09
2020-07-13,1811.0,40.099998474121094,0.09
2020-07-14,1810.5999755859375,40.290000915527344,0.09
2020-07-15,1811.4000244140625,41.20000076293945,0.1
2020-07-16,1798.699951171875,40.75,0.1
2020-07-17,1808.300048828125,40.59000015258789,0.09
2020-07-20,1815.9000244140625,40.810001373291016,0.1
2020-07-21,1842.4000244140625,41.959999084472656,0.1
2020-07-22,1864.0999755859375,41.900001525878906,0.09
2020-07-23,1889.0999755859375,41.06999969482422,0.09
2020-07-24,1897.300048828125,41.290000915527344,0.09
2020-07-27,1931.0,41.599998474121094,0.1
2020-07-28,1944.699951171875,41.040000915527344,0.1
2020-07-29,1953.5,41.27000045776367,0.1
2020-07-30,1942.300048828125,39.91999816894531,0.1
2020-07-31,1962.800048828125,40.27000045776367,0.1
2020-08-03,1966.0,41.0099983215332,0.1
2020-08-04,2001.199951171875,41.70000076293945,0.1
2020-08-05,2031.0999755859375,42.189998626708984,0.1
2020-08-06,2051.5,41.95000076293945,0.1
2020-08-07,2010.0999755859375,41.220001220703125,0.1
2020-08-10,2024.4000244140625,41.939998626708984,0.1
2020-08-11,1932.5999755859375,41.61000061035156,0.1
2020-08-12,1934.9000244140625,42.66999816894531,0.1
2020-08-13,1956.699951171875,42.2400016784668,0.1
2020-08-14,1937.0,42.0099983215332,0.1
2020-08-17,1985.0,42.88999938964844,0.1
2020-08-18,1999.4000244140625,42.88999938964844,0.09
2020-08-19,1958.699951171875,42.93000030517578,0.09
2020-08-20,1933.800048828125,42.58000183105469,0.09
2020-08-21,1934.5999755859375,42.34000015258789,0.09
2020-08-24,1927.699951171875,42.619998931884766,0.09
2020-08-25,1911.800048828125,43.349998474121094,0.09
2020-08-26,1940.699951171875,43.38999938964844,0.09
2020-08-27,1921.5999755859375,43.040000915527344,0.08
2020-08-28,1964.5999755859375,42.970001220703125,0.09
2020-08-31,1967.5999755859375,42.61000061035156,0.09
2020-09-01,1968.199951171875,42.7599983215332,0.09
2020-09-02,1934.4000244140625,41.5099983215332,0.09
2020-09-03,1927.5999755859375,41.369998931884766,0.09
2020-09-04,1923.9000244140625,39.77000045776367,0.09
2020-09-08,1933.0,36.7599983215332,0.09
2020-09-09,1944.699951171875,38.04999923706055,0.09
2020-09-10,1954.199951171875,37.29999923706055,0.09
2020-09-11,1937.800048828125,37.33000183105469,0.09
2020-09-14,1953.0999755859375,37.2599983215332,0.09
2020-09-15,1956.300048828125,38.279998779296875,0.09
2020-09-16,1960.199951171875,40.15999984741211,0.09
2020-09-17,1940.0,40.970001220703125,0.09
2020-09-18,1952.0999755859375,41.11000061035156,0.09
2020-09-21,1901.199951171875,39.310001373291016,0.09
2020-09-22,1898.5999755859375,39.599998474121094,0.09
2020-09-23,1859.9000244140625,39.93000030517578,0.09
2020-09-24,1868.300048828125,40.310001373291016,0.09
2020-09-25,1857.699951171875,40.25,0.09
2020-09-28,1872.800048828125,40.599998474121094,0.09
2020-09-29,1894.300048828125,39.290000915527344,0.09
2020-09-30,1887.5,40.220001220703125,0.09
2020-10-01,1908.4000244140625,38.720001220703125,0.09
2020-10-02,1900.199951171875,37.04999923706055,0.09
2020-10-05,1912.5,39.220001220703125,0.09
2020-10-06,1901.0999755859375,40.66999816894531,0.09
2020-10-07,1883.5999755859375,39.95000076293945,0.09
2020-10-08,1888.5999755859375,41.189998626708984,0.09
2020-10-09,1919.5,40.599998474121094,0.09
2020-10-13,1888.5,40.20000076293945,0.09
2020-10-14,1901.300048828125,41.040000915527344,0.09
2020-10-15,1903.199951171875,40.959999084472656,0.09
2020-10-16,1900.800048828125,40.880001068115234,0.09
2020-10-19,1906.4000244140625,40.83000183105469,0.09
2020-10-20,1910.4000244140625,41.459999084472656,0.09
2020-10-21,1924.5999755859375,40.029998779296875,0.09
2020-10-22,1901.0999755859375,40.63999938964844,0.09
2020-10-23,1902.0,39.849998474121094,0.09
2020-10-26,1902.699951171875,38.560001373291016,0.09
2020-10-27,1908.800048828125,39.56999969482422,0.09
2020-10-28,1876.199951171875,37.38999938964844,0.09
2020-10-29,1865.5999755859375,36.16999816894531,0.09
2020-10-30,1877.4000244140625,35.790000915527344,0.09
2020-11-02,1890.4000244140625,36.810001373291016,0.09
2020-11-03,1908.5,37.65999984741211,0.09
2020-11-04,1894.5999755859375,39.150001525878906,0.09
2020-11-05,1945.300048828125,38.790000915527344,0.09
2020-11-06,1950.300048828125,37.13999938964844,0.09
2020-11-09,1853.199951171875,40.290000915527344,0.09
2020-11-10,1875.4000244140625,41.36000061035156,0.09
2020-11-12,1872.5999755859375,41.119998931884766,0.09
2020-11-13,1885.699951171875,40.130001068115234,0.09
2020-11-16,1887.300048828125,41.34000015258789,0.09
2020-11-17,1884.5,41.43000030517578,0.09
2020-11-18,1873.5,41.81999969482422,0.09
2020-11-19,1861.0999755859375,41.7400016784668,0.08
2020-11-20,1872.5999755859375,42.150001525878906,0.08
2020-11-23,1837.800048828125,43.060001373291016,0.08
2020-11-24,1804.800048828125,44.90999984741211,0.08
2020-11-25,1805.699951171875,45.709999084472656,0.08
2020-11-27,1781.9000244140625,45.529998779296875,0.08
2020-11-30,1775.699951171875,45.34000015258789,0.09
2020-12-01,1814.0999755859375,44.54999923706055,0.09
2020-12-02,1825.699951171875,45.279998779296875,0.09
2020-12-03,1836.800048828125,45.63999938964844,0.09
2020-12-04,1835.9000244140625,46.2599983215332,0.09
2020-12-07,1861.800048828125,45.7599983215332,0.09
2020-12-08,1870.800048828125,45.599998474121094,0.09
2020-12-09,1834.5999755859375,45.52000045776367,0.09
2020-12-10,1833.5999755859375,46.779998779296875,0.09
2020-12-11,1839.800048828125,46.56999969482422,0.09
2020-12-14,1828.699951171875,46.9900016784668,0.09
2020-12-15,1852.300048828125,47.619998931884766,0.09
2020-12-16,1856.0999755859375,47.81999969482422,0.09
2020-12-17,1887.199951171875,48.36000061035156,0.09
2020-12-18,1885.699951171875,49.099998474121094,0.09
2020-12-21,1879.199951171875,47.7400016784668,0.09
2020-12-22,1866.5999755859375,47.02000045776367,0.09
2020-12-23,1874.699951171875,48.119998931884766,0.09
2020-12-24,1879.9000244140625,48.22999954223633,0.09
2020-12-28,1877.199951171875,47.619998931884766,0.09
2020-12-29,1879.699951171875,48.0,0.09
2020-12-30,1891.0,48.400001525878906,0.09
2020-12-31,1893.0999755859375,48.52000045776367,0.09
2021-01-04,1944.699951171875,47.619998931884766,0.09
2021-01-05,1952.699951171875,49.93000030517578,0.09
2021-01-06,1906.9000244140625,50.630001068115234,0.09
2021-01-07,1912.300048828125,50.83000183105469,0.09
2021-01-08,1834.0999755859375,52.2400016784668,0.09
2021-01-11,1849.5999755859375,52.25,0.09
2021-01-12,1842.9000244140625,53.209999084472656,0.09
2021-01-13,1853.5999755859375,52.90999984741211,0.09
2021-01-14,1850.300048828125,53.56999969482422,0.09
2021-01-15,1829.300048828125,52.36000061035156,0.09
2021-01-19,1839.5,52.97999954223633,0.09
2021-01-20,1865.9000244140625,53.2400016784668,0.09
2021-01-21,1865.300048828125,53.130001068115234,0.08
2021-01-22,1855.699951171875,52.27000045776367,0.08
2021-01-25,1854.9000244140625,52.77000045776367,0.08
2021-01-26,1850.699951171875,52.61000061035156,0.08
2021-01-27,1844.9000244140625,52.849998474121094,0.08
2021-01-28,1837.9000244140625,52.34000015258789,0.07
2021-01-29,1847.300048828125,52.20000076293945,0.07
2021-02-01,1860.800048828125,53.54999923706055,0.08
2021-02-02,1830.5,54.7599983215332,0.08
2021-02-03,1832.199951171875,55.689998626708984,0.08
2021-02-04,1788.9000244140625,56.22999954223633,0.08
2021-02-05,1810.9000244140625,56.849998474121094,0.08
2021-02-08,1831.9000244140625,57.970001220703125,0.07
2021-02-09,1835.300048828125,58.36000061035156,0.08
2021-02-10,1840.5999755859375,58.68000030517578,0.08
2021-02-11,1824.9000244140625,58.2400016784668,0.08
2021-02-12,1821.5999755859375,59.470001220703125,0.08
2021-02-16,1797.199951171875,60.04999923706055,0.08
2021-02-17,1771.0999755859375,61.13999938964844,0.08
2021-02-18,1773.4000244140625,60.52000045776367,0.07
2021-02-19,1775.800048828125,59.2400016784668,0.07
2021-02-22,1806.699951171875,61.4900016784668,0.07
2021-02-23,1804.4000244140625,61.66999816894531,0.07
2021-02-24,1796.4000244140625,63.220001220703125,0.07
2021-02-25,1774.4000244140625,63.529998779296875,0.07
2021-02-26,1728.0999755859375,61.5,0.07
2021-03-01,1722.5,60.63999938964844,0.07
2021-03-02,1733.0999755859375,59.75,0.07
2021-03-03,1715.300048828125,61.279998779296875,0.07
2021-03-04,1700.199951171875,63.83000183105469,0.07
2021-03-05,1698.0,66.08999633789062,0.07
2021-03-08,1677.699951171875,65.05000305175781,0.07
2021-03-09,1716.5999755859375,64.01000213623047,0.07
2021-03-10,1721.5,64.44000244140625,0.07
2021-03-11,1722.300048828125,66.0199966430664,0.07
2021-03-12,1719.5,65.61000061035156,0.07
2021-03-15,1728.9000244140625,65.38999938964844,0.07
2021-03-16,1730.5999755859375,64.80000305175781,0.07
2021-03-17,1726.800048828125,64.5999984741211,0.07
2021-03-18,1732.199951171875,60.0,0.07
2021-03-19,1741.4000244140625,61.41999816894531,0.07
2021-03-22,1737.800048828125,61.54999923706055,0.07
2021-03-23,1724.699951171875,57.7599983215332,0.07
2021-03-24,1732.9000244140625,61.18000030517578,0.07
2021-03-25,1724.9000244140625,58.560001373291016,0.07
2021-03-26,1732.199951171875,60.970001220703125,0.07
2021-03-29,1712.0999755859375,61.560001373291016,0.07
2021-03-30,1683.9000244140625,60.54999923706055,0.07
2021-03-31,1713.800048828125,59.15999984741211,0.06
2021-04-01,1726.5,61.45000076293945,0.07
2021-04-05,1727.0,58.650001525878906,0.07
