Date,BTC-USD,ETH-USD,BNB-USD,ADA-USD,XRP-USD
2021-05-31,37332.85546875,2714.9453125,354.329345703125,1.742777943611145,1.0465840101242065
2021-06-01,36684.92578125,2633.518310546875,362.7946472167969,1.7347530126571655,1.0110009908676147
2021-06-02,37575.1796875,2706.125,401.2623291015625,1.7528239488601685,1.024399995803833
2021-06-03,39208.765625,2855.12646484375,427.80792236328125,1.8404710292816162,1.045320987701416
2021-06-04,36894.40625,2688.195068359375,391.39532470703125,1.710908055305481,0.970196008682251
2021-06-05,35551.95703125,2630.576904296875,390.4318542480469,1.6590089797973633,0.9232860207557678
2021-06-06,35862.37890625,2715.0927734375,393.8202209472656,1.6782480478286743,0.945285975933075
2021-06-07,33560.70703125,2590.26318359375,357.3102111816406,1.5641059875488281,0.8611549735069275
2021-06-08,33472.6328125,2517.438720703125,354.0013732910156,1.5880299806594849,0.8757879734039307
2021-06-09,37345.12109375,2608.26708984375,375.73468017578125,1.6248259544372559,0.9200339913368225
2021-06-10,36702.59765625,2471.5185546875,352.1831970214844,1.5318570137023926,0.8691819906234741
2021-06-11,37334.3984375,2353.768798828125,345.9336853027344,1.436378002166748,0.8484500050544739
2021-06-12,35552.515625,2372.484375,343.74102783203125,1.4802199602127075,0.8326830267906189
2021-06-13,39097.859375,2508.3916015625,366.6489562988281,1.5583590269088745,0.8831599950790405
2021-06-14,40218.4765625,2537.89111328125,368.7927551269531,1.5751099586486816,0.8928970098495483
2021-06-15,40406.26953125,2610.936767578125,373.566162109375,1.597756028175354,0.8898000121116638
2021-06-16,38347.0625,2367.66357421875,347.033447265625,1.4825730323791504,0.8319079875946045
2021-06-17,38053.50390625,2372.001953125,352.738525390625,1.482193946838379,0.8414379954338074
2021-06-18,35787.24609375,2231.733154296875,336.8096923828125,1.415395975112915,0.797648012638092
2021-06-19,35615.87109375,2178.4990234375,335.71282958984375,1.390570044517517,0.7616729736328125
2021-06-20,35698.296875,2246.364501953125,340.06719970703125,1.4291880130767822,0.7763770222663879
2021-06-21,31676.693359375,1888.447509765625,270.98443603515625,1.1774799823760986,0.6103879809379578
2021-06-22,32505.66015625,1874.9500732421875,261.8180847167969,1.1532540321350098,0.5450670123100281
2021-06-23,33723.02734375,1989.736328125,294.49029541015625,1.2528959512710571,0.6265349984169006
2021-06-24,34662.4375,1988.456298828125,308.39703369140625,1.3560869693756104,0.671999990940094
2021-06-25,31637.779296875,1813.21728515625,281.62091064453125,1.256477952003479,0.6133229732513428
2021-06-26,32186.27734375,1829.2392578125,279.43804931640625,1.250440001487732,0.615435004234314
2021-06-27,34649.64453125,1978.8946533203125,290.5670166015625,1.3352019786834717,0.6469230055809021
2021-06-28,34434.3359375,2079.657470703125,289.53411865234375,1.3247519731521606,0.643746018409729
2021-06-29,35867.77734375,2160.768310546875,300.2115478515625,1.3684370517730713,0.7017250061035156
2021-06-30,35040.8359375,2274.547607421875,303.2958679199219,1.383471965789795,0.7063739895820618
2021-07-01,33572.1171875,2113.60546875,288.2184143066406,1.3356109857559204,0.6611800193786621
2021-07-02,33897.046875,2150.040283203125,287.423095703125,1.3943970203399658,0.6567630171775818
2021-07-03,34668.546875,2226.1142578125,298.23712158203125,1.4068360328674316,0.6728879809379578
2021-07-04,35287.78125,2321.72412109375,307.7320861816406,1.458184003829956,0.6949449777603149
2021-07-05,33746.00390625,2198.58251953125,302.37799072265625,1.4048980474472046,0.6542999744415283
2021-07-06,34235.1953125,2324.679443359375,320.934814453125,1.4180530309677124,0.6654019951820374
2021-07-07,33855.328125,2315.161865234375,327.5224609375,1.4031180143356323,0.6515750288963318
2021-07-08,32877.37109375,2120.0263671875,310.4271240234375,1.3301459550857544,0.623058021068573
2021-07-09,33798.01171875,2146.6923828125,316.4845275878906,1.3494739532470703,0.6368039846420288
2021-07-10,33520.51953125,2111.403564453125,316.14013671875,1.3360849618911743,0.6254630088806152
2021-07-11,34240.1875,2139.664794921875,322.0316467285156,1.3481450080871582,0.6359350085258484
2021-07-12,33155.84765625,2036.7210693359375,316.32818603515625,1.3150990009307861,0.6301779747009277
2021-07-13,32702.025390625,1940.083984375,308.8111572265625,1.2650829553604126,0.6195229887962341
2021-07-14,32822.34765625,1994.331298828125,309.4063720703125,1.2622580528259277,0.6203240156173706
2021-07-15,31780.73046875,1911.1756591796875,315.2440185546875,1.2231919765472412,0.5969409942626953
2021-07-16,31421.5390625,1880.3829345703125,302.985595703125,1.1737149953842163,0.5907739996910095
2021-07-17,31533.068359375,1898.8251953125,300.4979248046875,1.172302007675171,0.582427978515625
2021-07-18,31796.810546875,1895.5521240234375,302.4804992675781,1.183698058128357,0.5879219770431519
2021-07-19,30817.83203125,1817.296630859375,280.01861572265625,1.121116042137146,0.5575559735298157
2021-07-20,29807.34765625,1787.5107421875,264.7823791503906,1.0562909841537476,0.5293359756469727
2021-07-21,32110.693359375,1990.9708251953125,292.5313720703125,1.168097972869873,0.569998025894165
2021-07-22,32313.10546875,2025.2027587890625,293.6411437988281,1.1861610412597656,0.5922060012817383
2021-07-23,33581.55078125,2124.776611328125,299.2829895019531,1.206307053565979,0.6092240214347839
2021-07-24,34292.4453125,2189.21875,302.0718688964844,1.2334970235824585,0.6098269820213318
2021-07-25,35350.1875,2191.373779296875,302.4361572265625,1.2285009622573853,0.6063569784164429
2021-07-26,37337.53515625,2233.36669921875,304.4782409667969,1.2584929466247559,0.6256179809570312
2021-07-27,39406.94140625,2298.33349609375,313.60260009765625,1.2784459590911865,0.6446040272712708
2021-07-28,39995.90625,2296.54541015625,313.42864990234375,1.2835040092468262,0.7254449725151062
2021-07-29,40008.421875,2380.956787109375,316.74945068359375,1.2840839624404907,0.7480170130729675
2021-07-30,42235.546875,2466.96142578125,322.90936279296875,1.3089519739151,0.7521190047264099
2021-07-31,41626.1953125,2536.2099609375,333.5495910644531,1.3223450183868408,0.7477859854698181
2021-08-01,39974.89453125,2561.85205078125,333.4840087890625,1.3177299499511719,0.7259219884872437
2021-08-02,39201.9453125,2610.1533203125,331.1031188964844,1.3100680112838745,0.7392200231552124
2021-08-03,38152.98046875,2502.349609375,322.74774169921875,1.3650259971618652,0.7127289772033691
2021-08-04,39747.50390625,2724.619873046875,334.9187927246094,1.3765640258789062,0.7304880023002625
2021-08-05,40869.5546875,2827.328857421875,337.8738708496094,1.386144995689392,0.7331510186195374
2021-08-06,42816.5,2890.941650390625,342.1369934082031,1.401785969734192,0.7465130090713501
2021-08-07,44555.80078125,3157.23876953125,355.7413635253906,1.4706770181655884,0.8162810206413269
2021-08-08,43798.1171875,3013.732666015625,342.06475830078125,1.4278299808502197,0.7787389755249023
2021-08-09,46365.40234375,3167.856201171875,354.9668273925781,1.4776400327682495,0.8185529708862305
2021-08-10,45585.03125,3141.691162109375,371.9543762207031,1.6725660562515259,0.8512470126152039
2021-08-11,45593.63671875,3164.2451171875,391.7570495605469,1.7980380058288574,1.0125240087509155
2021-08-12,44428.2890625,3043.414306640625,385.8189697265625,1.8238780498504639,0.9645490050315857
2021-08-13,47793.3203125,3322.211669921875,410.94488525390625,2.1360790729522705,1.089959979057312
2021-08-14,47096.9453125,3265.443359375,409.03448486328125,2.1916871070861816,1.280411958694458
2021-08-15,47047.00390625,3310.504150390625,414.59503173828125,2.1691529750823975,1.288159966468811
2021-08-16,46004.484375,3156.509521484375,417.4708557128906,2.0794169902801514,1.1909929513931274
2021-08-17,44695.359375,3014.845947265625,401.9089050292969,1.9266010522842407,1.0981990098953247
2021-08-18,44801.1875,3020.08984375,398.25146484375,2.108560085296631,1.14609694480896
2021-08-19,46717.578125,3182.7021484375,430.9888610839844,2.4281399250030518,1.232841968536377
2021-08-20,49339.17578125,3286.935302734375,454.9363098144531,2.4577019214630127,1.2632219791412354
2021-08-21,48905.4921875,3226.083984375,448.9202575683594,2.4354350566864014,1.2164729833602905
2021-08-22,49321.65234375,3242.115478515625,449.0534973144531,2.7137250900268555,1.2277220487594604
2021-08-23,49546.1484375,3319.25732421875,499.8905944824219,2.917386054992676,1.2472699880599976
2021-08-24,47706.1171875,3172.456298828125,471.595458984375,2.7210910320281982,1.1373519897460938
2021-08-25,48960.7890625,3224.915283203125,502.7862548828125,2.7381319999694824,1.1725289821624756
2021-08-26,46942.21875,3100.325439453125,479.006103515625,2.5355279445648193,1.0752660036087036
2021-08-27,49058.66796875,3270.600830078125,494.4986877441406,2.944196939468384,1.1884729862213135
2021-08-28,48902.40234375,3244.4033203125,486.1969299316406,2.847490072250366,1.1455049514770508
2021-08-29,48829.83203125,3227.002685546875,480.28302001953125,2.8559861183166504,1.1408319473266602
