Weights,PortfolioStandardDeviation,PortfolioReturn,PortfolioSharpeRatio,WeightsStringRepresent
"[0.0, 0.0, 0.3, 0.55, 0.1499999999999999]",0.045900905336096094,0.5291312458982361,11.091965227488869,"Weights: 0.0, 0.0, 0.3, 0.55, 0.1499999999999999"
"[0.0, 0.0, 0.3, 0.6, 0.09999999999999998]",0.04632023867343239,0.5269152006988994,10.943708737615973,"Weights: 0.0, 0.0, 0.3, 0.6, 0.09999999999999998"
"[0.0, 0.0, 0.3, 0.65, 0.04999999999999993]",0.04680491395074036,0.5246991554995625,10.783037781689568,"Weights: 0.0, 0.0, 0.3, 0.65, 0.04999999999999993"
"[0.0, 0.0, 0.3, 0.7, 0.0]",0.04735292481136362,0.5224831103002258,10.611448232647316,"Weights: 0.0, 0.0, 0.3, 0.7, 0.0"
"[0.0, 0.0, 0.35, 0.0, 0.65]",0.04532844321547726,0.5785774522428818,12.322890719797702,"Weights: 0.0, 0.0, 0.35, 0.0, 0.65"
"[0.0, 0.0, 0.35, 0.05, 0.6]",0.045000826208395975,0.576361407043545,12.363359829596696,"Weights: 0.0, 0.0, 0.35, 0.05, 0.6"
"[0.0, 0.0, 0.35, 0.1, 0.55]",0.044743100178907466,0.5741453618442083,12.385046177587853,"Weights: 0.0, 0.0, 0.35, 0.1, 0.55"
"[0.0, 0.0, 0.35, 0.15, 0.5]",0.04455647794522386,0.5719293166448715,12.387184582304588,"Weights: 0.0, 0.0, 0.35, 0.15, 0.5"
"[0.0, 0.0, 0.35, 0.2, 0.45]",0.044441855263126356,0.5697132714455346,12.36926919884091,"Weights: 0.0, 0.0, 0.35, 0.2, 0.45"
"[0.0, 0.0, 0.35, 0.25, 0.4]",0.04439978975914304,0.5674972262461979,12.331076998702553,"Weights: 0.0, 0.0, 0.35, 0.25, 0.4"
"[0.0, 0.0, 0.35, 0.3, 0.35000000000000003]",0.04443048751888183,0.5652811810468612,12.272680573561802,"Weights: 0.0, 0.0, 0.35, 0.3, 0.35000000000000003"
"[0.0, 0.0, 0.35, 0.35, 0.30000000000000004]",0.044533798072440504,0.5630651358475244,12.194449145436739,"Weights: 0.0, 0.0, 0.35, 0.35, 0.30000000000000004"
"[0.0, 0.0, 0.35, 0.4, 0.25]",0.044709218058810604,0.5608490906481876,12.097037571463527,"Weights: 0.0, 0.0, 0.35, 0.4, 0.25"
